Scenario,Time,P0,P1,P2,P3,P4,P5,P6,P7,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,AX,AY,AZ,QW,QX,QY,QZ,CS,CA,CG,CM
Gesture 3,13:35:34.096,31427,31473,31264,31433,31508,31450,31386,31374,31287,31473,31305,31351,31473,31462,31363,31386,31322,31392,31467,31473,31421,31322,31444,31432,31339,31351,31432,31450,31398,31270,31444,,,,,,,,,,,,,
Gesture 3,13:35:34.196,31467,31403,31392,31339,31421,31421,31415,31305,31421,31363,31351,31310,31467,31438,31363,31374,31322,31368,31491,31485,31386,31392,31473,31380,31351,31351,31467,31450,31299,31403,31357,,,,,,,,,,,,,
Gesture 3,13:35:34.295,31409,31368,31287,31357,31462,31398,31363,31380,31462,31363,31281,31380,31462,31473,31363,31369,31392,31392,31421,31415,31403,31246,31444,31456,31345,31403,31438,31485,31339,31357,31357,,,,,,,,,,,,,
Gesture 3,13:35:34.396,31403,31398,31432,31322,31456,31351,31339,31322,31491,31374,31456,31369,31415,31421,31403,31357,31345,31328,31415,31415,31403,31345,31403,31491,31351,31392,31386,31380,31293,31403,31415,,,,,,,,,,,,,
Gesture 3,13:35:34.495,31485,31398,31386,31305,31432,31421,31392,31392,31432,31363,31363,31380,31444,31433,31415,31392,31427,31392,31479,31462,31415,31473,31398,31485,31322,31374,31456,31450,31339,31386,31409,,,,,,,,,,,,,
Gesture 3,13:35:34.596,31438,31374,31369,31334,31462,31386,31374,31351,31403,31427,31357,31299,31415,31392,31351,31380,31334,31380,31398,31450,31357,31398,31368,31398,31357,31339,31450,31450,31369,31415,31380,,,,,,,,,,,,,
Gesture 3,13:35:34.695,31462,31473,31415,31345,31450,31409,31421,31432,31491,31339,31281,31322,31479,31462,31345,31386,31339,31403,31427,31508,31363,31322,31427,31467,31374,31403,31421,31456,31345,31345,31403,,,,,,,,,,,,,
Gesture 3,13:35:34.795,31392,31398,31235,31339,31392,31415,31380,31357,31415,31392,31398,31299,31468,31368,31403,31334,31351,31368,31380,31380,31409,31247,31473,31415,31310,31351,31403,31479,31363,31235,31334,,,,,,,,,,,,,
Gesture 3,13:35:34.895,31438,31374,31287,31369,31427,31421,31415,31339,31485,31386,31368,31328,31444,31438,31392,31392,31398,31334,31485,31450,31380,31438,31456,31427,31351,31403,31427,31462,31351,31357,31398,,,,,,,,,,,,,
Gesture 3,13:35:34.996,31467,31427,31212,31432,31479,31398,31380,31363,31497,31392,31374,31398,31450,31392,31339,31403,31380,31380,31456,31473,31363,31357,31380,31433,31345,31403,31392,31456,31386,31218,31438,,,,,,,,,,,,,
Gesture 3,13:35:35.096,31438,31386,31339,31374,31497,31479,31403,31386,31374,31409,31427,31322,31508,31479,31438,31380,31398,31456,31491,31508,31438,31386,31398,31520,31374,31357,31444,31433,31351,31380,31345,,,,,,,,,,,,,
Gesture 3,13:35:35.195,31432,31398,31369,31421,31427,31392,31339,31374,31421,31380,31299,31386,31456,31427,31427,31305,31334,31368,31310,31415,31322,31398,31351,31386,31421,31345,31386,31438,31368,31252,31357,,,,,,,,,,,,,
Gesture 3,13:35:35.295,31386,31380,31380,31357,31532,31433,31438,31427,31392,31444,31351,31433,31433,31398,31438,31363,31386,31415,31415,31479,31456,31305,31398,31427,31316,31398,31444,31438,31339,31462,31433,,,,,,,,,,,,,
Gesture 3,13:35:35.395,31462,31398,31427,31351,31409,31415,31299,31392,31456,31392,31287,31305,31427,31398,31299,31334,31305,31339,31339,31432,31351,31241,31339,31456,31339,31310,31380,31403,31334,31403,31322,,,,,,,,,,,,,
Gesture 3,13:35:35.495,31467,31357,31217,31363,31421,31415,31415,31328,31520,31322,31479,31392,31473,31409,31386,31444,31444,31386,31409,31456,31427,31398,31450,31456,31398,31374,31433,31415,31334,31334,31380,,,,,,,,,,,,,
Gesture 3,13:35:35.595,31473,31398,31253,31363,31398,31421,31386,31386,31444,31433,31421,31310,31403,31380,31374,31392,31299,31351,31427,31415,31380,31450,31438,31520,31409,31357,31374,31409,31334,31398,31415,,,,,,,,,,,,,
Gesture 3,13:35:35.696,31398,31392,31241,31351,31415,31473,31380,31305,31392,31374,31467,31351,31450,31415,31415,31275,31409,31444,31502,31432,31339,31363,31427,31479,31357,31398,31415,31444,31357,31258,31403,,,,,,,,,,,,,
Gesture 3,13:35:35.709,31398,31438,31235,31386,31409,31398,31363,31357,31444,31398,31433,31351,31433,31374,31380,31345,31403,31368,31368,31392,31403,31444,31473,31380,31398,31403,31351,31345,31421,31369,31427,,,,,,,,,,,,,
Gesture 3,13:35:35.896,31421,31433,31212,31398,31427,31485,31398,31363,31508,31421,31403,31403,31450,31450,31409,31351,31363,31392,31497,31462,31339,31357,31357,31432,31351,31427,31427,31386,31363,31305,31485,,,,,,,,,,,,,
Gesture 3,13:35:35.995,31502,31392,31403,31345,31398,31403,31467,31403,31497,31438,31322,31340,31409,31403,31368,31339,31427,31386,31415,31427,31374,31491,31427,31450,31380,31374,31398,31415,31293,31305,31363,,,,,,,,,,,,,
Gesture 3,13:35:36.096,31322,31456,31380,31345,31409,31438,31386,31386,31357,31374,31415,31409,31473,31392,31380,31363,31438,31386,31380,31363,31374,31386,31392,31427,31374,31380,31438,31427,31438,31369,31316,,,,,,,,,,,,,
Gesture 3,13:35:36.196,31456,31432,31252,31374,31537,31456,31357,31363,31444,31450,31398,31345,31438,31421,31398,31339,31438,31444,31427,31398,31409,31403,31514,31479,31409,31345,31386,31444,31392,31380,31409,,,,,,,,,,,,,
Gesture 3,13:35:36.210,31438,31363,31415,31357,31345,31409,31398,31351,31433,31339,31241,31316,31380,31409,31380,31345,31368,31433,31398,31409,31380,31223,31427,31432,31351,31386,31403,31392,31328,31403,31305,,,,,,,,,,,,,
Gesture 3,13:35:36.396,31421,31433,31340,31374,31403,31444,31427,31363,31485,31398,31351,31334,31409,31398,31462,31339,31357,31351,31415,31386,31386,31485,31462,31473,31334,31456,31386,31409,31392,31264,31432,,,,,,,,,,,,,
Gesture 3,13:35:36.496,31479,31415,31380,31339,31368,31421,31392,31293,31432,31380,31392,31386,31432,31398,31438,31386,31380,31403,31415,31421,31374,31369,31456,31444,31357,31398,31403,31380,31339,31473,31363,,,,,,,,,,,,,
Gesture 3,13:35:36.595,31462,31427,31253,31305,31433,31351,31392,31357,31444,31374,31462,31339,31345,31368,31456,31369,31409,31456,31456,31432,31357,31438,31438,31502,31409,31421,31438,31427,31351,31212,31438,,,,,,,,,,,,,
Gesture 3,13:35:36.695,31398,31380,31398,31339,31409,31386,31369,31334,31403,31351,31421,31351,31386,31433,31369,31328,31299,31409,31380,31398,31357,31497,31328,31403,31334,31345,31363,31398,31275,31310,31305,,,,,,,,,,,,,
Gesture 3,13:35:36.796,31409,31392,31409,31433,31398,31398,31409,31351,31432,31421,31316,31386,31392,31386,31427,31305,31351,31450,31415,31409,31351,31247,31403,31450,31328,31409,31351,31386,31421,31427,31444,,,,,,,,,,,,,
Gesture 3,13:35:36.896,31386,31369,31357,31363,31456,31444,31421,31316,31444,31386,31514,31398,31508,31398,31374,31409,31357,31415,31427,31444,31403,31438,31392,31467,31363,31497,31473,31409,31421,31345,31409,,,,,,,,,,,,,
Gesture 3,13:35:36.911,31497,31374,31218,31398,31479,31380,31479,31316,31543,31403,31409,31415,31433,31409,31427,31392,31403,31386,31374,31462,31409,31403,31462,31415,31392,31433,31427,31409,31427,31282,31369,,,,,,,,,,,,,
Gesture 3,13:35:37.095,31415,31403,31502,31392,31438,31444,31415,31427,31427,31386,31310,31339,31305,31456,31409,31403,31415,31433,31502,31473,31409,31247,31421,31432,31403,31374,31386,31421,31374,31450,31427,,,,,,,,,,,,,
Gesture 3,13:35:37.196,31409,31421,31415,31363,31403,31456,31392,31438,31450,31374,31386,31363,31392,31368,31450,31415,31432,31433,31380,31467,31386,31305,31497,31502,31485,31403,31374,31421,31351,31514,31392,,,,,,,,,,,,,
Gesture 3,13:35:37.210,31415,31479,31339,31374,31497,31415,31433,31415,31398,31427,31270,31398,31392,31351,31392,31421,31368,31438,31421,31462,31427,31339,31433,31444,31415,31438,31392,31450,31374,31316,31392,,,,,,,,,,,,,
Gesture 3,13:35:37.396,31368,31398,31380,31374,31398,31392,31462,31386,31339,31374,31218,31334,31398,31421,31368,31403,31398,31409,31403,31345,31398,31299,31409,31497,31368,31409,31380,31374,31386,31392,31380,,,,,,,,,,,,,
Gesture 3,13:35:37.495,31409,31409,31374,31421,31415,31374,31427,31374,31409,31363,31310,31421,31392,31398,31427,31386,31438,31438,31392,31403,31497,31339,31398,31368,31368,31438,31485,31380,31409,31339,31421,,,,,,,,,,,,,
Gesture 3,13:35:37.595,31427,31438,31433,31357,31421,31403,31403,31398,31386,31421,31247,31340,31433,31403,31473,31392,31473,31368,31380,31392,31409,31241,31409,31398,31363,31363,31403,31421,31351,31485,31386,,,,,,,,,,,,,
Gesture 3,13:35:37.696,31386,31380,31502,31328,31421,31444,31386,31380,31369,31363,31258,31357,31392,31444,31386,31432,31363,31398,31403,31403,31334,31328,31398,31392,31386,31403,31403,31432,31345,31322,31328,,,,,,,,,,,,,
Gesture 3,13:35:37.709,31456,31398,31392,31345,31432,31421,31403,31421,31386,31409,31467,31351,31456,31368,31421,31438,31427,31403,31357,31409,31374,31322,31357,31392,31386,31438,31438,31427,31369,31369,31357,,,,,,,,,,,,,
Gesture 3,13:35:37.896,31392,31368,31351,31421,31421,31462,31415,31491,31293,31421,31334,31386,31450,31409,31386,31444,31421,31444,31462,31409,31392,31392,31427,31345,31473,31403,31363,31398,31392,31386,31380,,,,,,,,,,,,,
Gesture 3,13:35:37.996,31386,31386,31374,31392,31421,31421,31409,31403,31363,31357,31258,31398,31409,31421,31398,31398,31392,31403,31433,31374,31316,31363,31450,31450,31363,31380,31433,31398,31380,31340,31450,,,,,,,,,,,,,
Gesture 3,13:35:38.013,31450,31368,31241,31368,31398,31363,31398,31368,31310,31351,31421,31374,31403,31392,31438,31386,31380,31386,31374,31392,31462,31438,31456,31403,31398,31392,31392,31409,31351,31247,31386,,,,,,,,,,,,,
Gesture 3,13:35:38.196,31368,31415,31374,31316,31398,31409,31363,31339,31351,31380,31520,31316,31398,31368,31369,31345,31398,31462,31368,31421,31363,31421,31444,31363,31427,31398,31398,31467,31287,31235,31322,,,,,,,,,,,,,
Gesture 3,13:35:38.295,31386,31427,31374,31374,31374,31380,31485,31444,31409,31438,31264,31409,31432,31421,31427,31444,31398,31398,31374,31427,31386,31374,31392,31403,31392,31415,31392,31421,31421,31351,31456,,,,,,,,,,,,,
Gesture 3,13:35:38.395,31328,31363,31374,31334,31386,31409,31427,31427,31403,31438,31299,31369,31403,31386,31386,31363,31409,31403,31444,31403,31409,31363,31444,31380,31392,31421,31421,31438,31386,31310,31456,,,,,,,,,,,,,
Gesture 3,13:35:38.496,31380,31398,31444,31345,31473,31403,31392,31398,31351,31392,31247,31369,31421,31392,31421,31386,31380,31433,31392,31415,31380,31264,31421,31392,31363,31368,31432,31433,31398,31403,31398,,,,,,,,,,,,,
Gesture 3,13:35:38.596,31392,31409,31415,31438,31444,31363,31392,31386,31462,31415,31433,31374,31398,31421,31368,31386,31403,31398,31432,31404,31328,31369,31409,31421,31386,31363,31432,31363,31479,31282,31345,,,,,,,,,,,,,
Gesture 3,13:35:38.696,31403,31403,31386,31363,31380,31427,31427,31403,31380,31299,31241,31421,31467,31403,31432,31427,31444,31421,31456,31444,31368,31322,31444,31438,31409,31403,31491,31409,31444,31444,31392,,,,,,,,,,,,,
Gesture 3,13:35:38.795,31386,31392,31520,31345,31398,31485,31444,31351,31316,31438,31247,31340,31421,31433,31444,31398,31380,31374,31421,31456,31392,31311,31450,31433,31374,31380,31438,31479,31345,31386,31473,,,,,,,,,,,,,
Gesture 3,13:35:38.896,31322,31403,31398,31310,31368,31415,31398,31386,31386,31386,31287,31345,31345,31415,31409,31415,31345,31415,31392,31398,31374,31403,31438,31444,31380,31398,31386,31322,31299,31374,31328,,,,,,,,,,,,,
Gesture 3,13:35:38.996,31374,31374,31491,31369,31374,31421,31427,31374,31357,31351,31270,31334,31456,31462,31345,31444,31403,31345,31380,31415,31369,31398,31392,31450,31392,31444,31403,31421,31334,31398,31351,,,,,,,,,,,,,
Gesture 3,13:35:39.095,31450,31421,31456,31386,31392,31462,31421,31403,31339,31374,31508,31380,31438,31403,31450,31409,31415,31427,31479,31438,31467,31368,31374,31403,31444,31450,31456,31432,31345,31287,31392,,,,,,,,,,,,,
Gesture 3,13:35:39.196,31299,31368,31374,31345,31415,31427,31386,31392,31444,31415,31415,31339,31392,31467,31409,31357,31339,31421,31444,31392,31409,31450,31421,31368,31369,31380,31398,31427,31415,31421,31415,,,,,,,,,,,,,
Gesture 3,13:35:39.295,31473,31363,31415,31421,31432,31450,31409,31444,31369,31339,31339,31427,31450,31427,31403,31392,31374,31415,31450,31444,31421,31409,31497,31421,31438,31421,31467,31403,31479,31421,31433,,,,,,,,,,,,,
Gesture 3,13:35:39.396,31409,31392,31386,31345,31409,31403,31316,31334,31427,31334,31392,31328,31409,31386,31392,31415,31380,31363,31392,31432,31345,31357,31398,31374,31456,31363,31392,31368,31444,31438,31339,,,,,,,,,,,,,
Gesture 3,13:35:39.496,31386,31415,31392,31374,31432,31444,31392,31368,31368,31421,31363,31363,31427,31444,31421,31351,31368,31392,31450,31432,31398,31467,31427,31398,31380,31421,31432,31456,31287,31380,31444,,,,,,,,,,,,,
Gesture 3,13:35:39.596,31392,31374,31368,31322,31363,31369,31374,31363,31351,31334,31409,31339,31427,31409,31363,31351,31293,31415,31409,31368,31409,31444,31409,31392,31374,31467,31403,31368,31310,31438,31357,,,,,,,,,,,,,
Gesture 3,13:35:39.696,31339,31421,31374,31369,31456,31467,31351,31491,31339,31357,31462,31369,31438,31456,31386,31432,31421,31386,31427,31467,31432,31427,31432,31438,31409,31403,31438,31403,31287,31398,31392,,,,,,,,,,,,,
Gesture 3,13:35:39.796,31351,31328,31403,31374,31374,31415,31357,31392,31339,31316,31398,31363,31363,31368,31398,31386,31380,31339,31438,31351,31374,31415,31450,31369,31386,31444,31409,31305,31287,31421,31409,,,,,,,,,,,,,
Gesture 3,13:35:39.895,31357,31415,31380,31392,31403,31497,31462,31392,31368,31398,31421,31374,31462,31421,31357,31357,31421,31386,31421,31485,31403,31421,31438,31363,31444,31398,31456,31427,31351,31462,31421,,,,,,,,,,,,,
Gesture 3,13:35:39.995,31386,31456,31438,31392,31386,31421,31334,31392,31427,31433,31398,31398,31427,31334,31357,31351,31328,31403,31456,31427,31386,31368,31322,31444,31334,31392,31363,31305,31316,31432,31415,,,,,,,,,,,,,
Gesture 4,13:35:40.094,31380,31339,31398,31363,31427,31409,31398,31421,31427,31374,31398,31438,31415,31462,31421,31409,31427,31456,31432,31433,31322,31398,31345,31386,31386,31374,31467,31427,31432,31421,31351,,,,,,,,,,,,,
Gesture 4,13:35:40.195,31374,31363,31380,31351,31380,31450,31421,31415,31363,31322,31404,31340,31456,31462,31462,31351,31398,31473,31456,31386,31392,31444,31427,31409,31398,31409,31409,31351,31363,31392,31386,,,,,,,,,,,,,
Gesture 4,13:35:40.294,31368,31357,31409,31357,31450,31450,31386,31357,31380,31339,31357,31316,31438,31403,31409,31398,31421,31415,31438,31438,31386,31432,31427,31421,31409,31409,31409,31438,31369,31380,31252,,,,,,,,,,,,,
Gesture 4,13:35:40.395,31444,31357,31421,31386,31363,31351,31409,31462,31386,31345,31403,31305,31380,31444,31438,31409,31421,31398,31485,31380,31363,31403,31421,31403,31427,31392,31433,31392,31380,31438,31374,,,,,,,,,,,,,
Gesture 4,13:35:40.494,31357,31322,31363,31392,31398,31398,31415,31363,31398,31357,31369,31334,31427,31467,31456,31409,31415,31415,31485,31508,31299,31339,31357,31328,31415,31398,31409,31368,31427,31374,31380,,,,,,,,,,,,,
Gesture 4,13:35:40.594,31427,31339,31398,31357,31357,31427,31380,31363,31369,31403,31398,31345,31380,31421,31415,31380,31473,31392,31479,31403,31409,31404,31432,31363,31380,31392,31398,31432,31409,31339,31363,,,,,,,,,,,,,
Gesture 4,13:35:40.695,31450,31380,31345,31374,31421,31473,31398,31403,31392,31339,31438,31305,31497,31392,31473,31444,31398,31427,31450,31415,31299,31398,31386,31403,31386,31398,31392,31380,31305,31421,31322,,,,,,,,,,,,,
Gesture 4,13:35:40.795,31322,31392,31438,31380,31386,31432,31409,31433,31433,31369,31450,31403,31392,31438,31409,31444,31415,31403,31392,31456,31363,31456,31415,31415,31473,31374,31386,31403,31438,31444,31433,,,,,,,,,,,,,
Gesture 4,13:35:40.895,31386,31351,31415,31345,31403,31427,31450,31369,31456,31275,31403,31339,31462,31421,31398,31444,31421,31421,31485,31467,31392,31427,31322,31392,31427,31415,31368,31473,31270,31363,31380,,,,,,,,,,,,,
Gesture 4,13:35:40.995,31438,31322,31392,31386,31339,31351,31427,31444,31374,31380,31380,31363,31380,31421,31415,31415,31392,31392,31403,31380,31369,31433,31386,31438,31386,31427,31386,31415,31415,31421,31374,,,,,,,,,,,,,
Gesture 4,13:35:41.094,31415,31345,31369,31363,31363,31450,31438,31450,31392,31310,31432,31334,31351,31473,31386,31380,31374,31380,31392,31368,31368,31322,31345,31438,31386,31415,31473,31386,31322,31386,31345,,,,,,,,,,,,,
Gesture 4,13:35:41.194,31432,31357,31398,31334,31438,31403,31357,31427,31374,31374,31403,31305,31386,31433,31456,31415,31462,31444,31514,31380,31392,31409,31374,31380,31421,31398,31444,31380,31281,31450,31374,,,,,,,,,,,,,
Gesture 4,13:35:41.210,31351,31357,31368,31357,31392,31392,31392,31421,31392,31357,31345,31386,31444,31427,31398,31374,31392,31427,31485,31403,31270,31421,31310,31328,31415,31398,31409,31438,31386,31398,31305,,,,,,,,,,,,,
Gesture 4,13:35:41.394,31433,31357,31392,31322,31421,31421,31427,31485,31450,31328,31444,31357,31421,31415,31444,31403,31427,31409,31415,31432,31368,31473,31438,31456,31462,31403,31456,31421,31316,31409,31357,,,,,,,,,,,,,
Gesture 4,13:35:41.495,31392,31351,31398,31305,31427,31450,31409,31473,31339,31281,31380,31357,31363,31421,31467,31398,31322,31427,31456,31427,31328,31427,31334,31438,31363,31444,31392,31462,31258,31409,31310,,,,,,,,,,,,,
Gesture 4,13:35:41.515,31398,31142,31409,31438,31456,31485,31398,31415,31433,31345,31450,31380,31421,31450,31473,31432,31450,31456,31409,31380,31363,31409,31328,31433,31427,31421,31421,31392,31334,31421,31374,,,,,,,,,,,,,
Gesture 4,13:35:41.695,31374,31200,31409,31275,31398,31427,31409,31345,31380,31212,31392,31299,31386,31467,31421,31403,31398,31392,31450,31392,31345,31386,31096,31322,31398,31369,31409,31432,31305,31368,31322,,,,,,,,,,,,,
Gesture 4,13:35:41.795,31363,31125,31380,31334,31380,31415,31351,31328,31386,31380,31386,31357,31444,31421,31322,31386,31473,31409,31467,31403,31374,31433,31345,31409,31409,31392,31421,31398,31369,31398,31224,,,,,,,,,,,,,
Gesture 4,13:35:41.895,31345,31136,31398,31299,31415,31450,31369,31421,31374,31345,31374,31334,31398,31473,31427,31409,31456,31386,31473,31450,31351,31357,31479,31328,31444,31409,31415,31409,31206,31322,31217,,,,,,,,,,,,,
Gesture 4,13:35:41.995,31409,31166,31409,31380,31409,31467,31444,31421,31363,31299,31398,31339,31392,31450,31415,31444,31444,31339,31462,31392,31345,31485,31328,31473,31403,31450,31433,31450,31357,31433,31241,,,,,,,,,,,,,
Gesture 4,13:35:42.095,31310,31392,31363,31351,31462,31433,31421,31462,31345,31252,31479,31281,31467,31409,31444,31427,31380,31432,31392,31427,31374,31357,31322,31421,31392,31444,31497,31403,31368,31252,31281,,,,,,,,,,,,,
Gesture 4,13:35:42.195,31427,31299,31374,31299,31369,31467,31444,31409,31409,31374,31479,31421,31363,31427,31479,31403,31363,31398,31462,31363,31339,31398,31409,31368,31415,31421,31444,31386,31392,31421,31281,,,,,,,,,,,,,
Gesture 4,13:35:42.295,31310,31409,31363,31374,31409,31374,31380,31432,31403,31212,31450,31322,31409,31433,31427,31392,31433,31427,31427,31485,31334,31374,31200,31398,31427,31421,31456,31398,31322,31374,31357,,,,,,,,,,,,,
Gesture 4,13:35:42.395,31398,31398,31345,31374,31398,31398,31444,31421,31438,31293,31386,31450,31456,31421,31409,31467,31398,31432,31502,31368,31363,31403,31328,31421,31427,31386,31485,31398,31380,31409,31258,,,,,,,,,,,,,
Gesture 4,13:35:42.409,31380,31415,31374,31305,31357,31409,31368,31368,31409,31183,31328,31316,31386,31438,31427,31409,31386,31374,31403,31363,31415,31403,31374,31427,31438,31374,31392,31316,31275,31328,31281,,,,,,,,,,,,,
Gesture 4,13:35:42.595,31467,31368,31403,31357,31427,31421,31334,31456,31380,31143,31403,31310,31368,31427,31415,31403,31462,31398,31450,31427,31374,31357,31293,31427,31403,31427,31462,31421,31322,31380,31322,,,,,,,,,,,,,
Gesture 4,13:35:42.695,31374,31345,31421,31473,31433,31433,31427,31398,31421,31328,31479,31363,31403,31433,31462,31374,31421,31427,31421,31398,31351,31374,31398,31398,31462,31409,31433,31351,31363,31380,31409,,,,,,,,,,,,,
Gesture 4,13:35:42.795,31403,31421,31398,31340,31398,31491,31374,31415,31409,31235,31427,31293,31403,31427,31386,31369,31444,31351,31467,31433,31363,31357,31281,31351,31363,31479,31485,31427,31380,31398,31299,,,,,,,,,,,,,
Gesture 4,13:35:42.894,31438,31305,31392,31368,31427,31409,31409,31374,31409,31223,31334,31415,31409,31433,31432,31409,31374,31363,31537,31421,31322,31369,31224,31409,31351,31433,31432,31409,31316,31380,31334,,,,,,,,,,,,,
Gesture 4,13:35:42.995,31409,31380,31427,31409,31438,31380,31479,31403,31415,31160,31433,31345,31444,31398,31415,31398,31392,31450,31415,31409,31334,31392,31241,31368,31363,31380,31345,31403,31386,31380,31316,,,,,,,,,,,,,
Gesture 4,13:35:43.095,31322,31212,31316,31299,31374,31374,31421,31334,31374,31299,31380,31310,31322,31299,31497,31432,31374,31444,31287,31374,31398,31386,31479,31403,31363,31415,31438,31398,31229,31386,31334,,,,,,,,,,,,,
Gesture 4,13:35:43.194,31369,31433,31316,31398,31253,31462,31444,31293,31421,31438,31281,31374,31409,31462,31392,31339,31334,31392,31432,31421,31339,31258,31398,31380,31287,31497,31444,31241,31462,31363,31514,,,,,,,,,,,,,
Gesture 4,13:35:43.208,31363,31386,31403,31421,31421,31450,31444,31392,31438,31189,31415,31351,31450,31467,31427,31380,31427,31508,31456,31415,31293,31363,31241,31421,31427,31409,31473,31386,31421,31398,31305,,,,,,,,,,,,,
Gesture 4,13:35:43.394,31462,31433,31415,31369,31473,31427,31398,31462,31392,31223,31409,31398,31403,31403,31433,31392,31427,31392,31392,31392,31357,31427,31136,31403,31427,31433,31398,31438,31374,31421,31473,,,,,,,,,,,,,
Gesture 4,13:35:43.495,31398,31322,31380,31310,31392,31415,31386,31392,31363,31339,31409,31345,31380,31386,31369,31363,31403,31438,31427,31421,31369,31363,31247,31409,31450,31427,31450,31398,31322,31386,31415,,,,,,,,,,,,,
Gesture 4,13:35:43.595,31328,31108,31403,31299,31351,31398,31409,31392,31369,31403,31392,31310,31380,31305,31403,31444,31421,31427,31328,31334,31345,31380,31432,31374,31427,31374,31316,31432,31299,31444,31218,,,,,,,,,,,,,
Gesture 4,13:35:43.694,31403,31299,31392,31345,31374,31497,31456,31427,31374,31363,31444,31339,31368,31403,31392,31450,31462,31415,31456,31392,31351,31374,31328,31368,31438,31432,31368,31398,31368,31392,31241,,,,,,,,,,,,,
Gesture 4,13:35:43.795,31462,31177,31403,31310,31386,31409,31369,31398,31392,31357,31403,31351,31322,31374,31421,31421,31433,31386,31409,31421,31450,31380,31374,31479,31444,31403,31403,31345,31345,31374,31194,,,,,,,,,,,,,
Gesture 4,13:35:43.895,31363,31351,31368,31369,31392,31392,31456,31444,31374,31351,31392,31368,31409,31351,31444,31392,31467,31473,31450,31421,31386,31409,31357,31368,31415,31438,31357,31415,31392,31398,31183,,,,,,,,,,,,,
Gesture 4,13:35:43.995,31421,31229,31334,31380,31363,31368,31427,31456,31339,31363,31380,31357,31409,31339,31473,31444,31444,31438,31339,31398,31351,31392,31438,31403,31409,31363,31374,31398,31363,31403,31322,,,,,,,,,,,,,
Gesture 4,13:35:44.094,31409,31328,31334,31374,31409,31380,31467,31467,31415,31241,31392,31322,31357,31409,31409,31444,31456,31444,31386,31427,31305,31433,31212,31398,31508,31386,31363,31374,31328,31392,31374,,,,,,,,,,,,,
Gesture 4,13:35:44.195,31357,31287,31409,31339,31415,31392,31415,31421,31427,31235,31403,31322,31380,31345,31409,31433,31386,31456,31339,31403,31427,31374,31212,31479,31444,31374,31287,31427,31310,31415,31293,,,,,,,,,,,,,
Gesture 4,13:35:44.295,31351,31351,31363,31351,31392,31380,31444,31456,31351,31276,31386,31380,31374,31444,31368,31427,31374,31403,31351,31392,31357,31427,31229,31398,31421,31386,31374,31409,31322,31415,31467,,,,,,,,,,,,,
Gesture 4,13:35:44.395,31415,31380,31398,31340,31421,31403,31398,31398,31386,31154,31357,31310,31398,31462,31438,31485,31444,31386,31392,31368,31409,31380,31334,31345,31433,31427,31508,31456,31345,31374,31328,,,,,,,,,,,,,
Gesture 4,13:35:44.495,31444,31310,31398,31403,31403,31456,31462,31432,31386,31380,31374,31345,31403,31444,31386,31473,31491,31427,31403,31368,31316,31363,31409,31409,31438,31450,31485,31403,31392,31386,31137,,,,,,,,,,,,,
Gesture 4,13:35:44.594,31409,31200,31427,31316,31380,31380,31409,31485,31415,31305,31334,31363,31444,31433,31386,31456,31450,31386,31374,31368,31456,31386,31374,31427,31450,31421,31368,31398,31369,31392,31310,,,,,,,,,,,,,
Gesture 4,13:35:44.695,31403,31172,31398,31368,31450,31444,31374,31438,31351,31328,31392,31345,31438,31433,31462,31491,31473,31374,31403,31415,31380,31398,31345,31421,31456,31444,31409,31415,31328,31386,31148,,,,,,,,,,,,,
Gesture 4,13:35:44.795,31427,31276,31409,31438,31386,31374,31386,31444,31421,31235,31433,31380,31392,31444,31485,31520,31456,31462,31427,31351,31409,31450,31212,31374,31479,31450,31374,31403,31363,31432,31398,,,,,,,,,,,,,
Gesture 4,13:35:44.895,31403,31322,31415,31299,31444,31491,31438,31456,31398,31409,31398,31374,31345,31409,31438,31479,31427,31363,31392,31438,31369,31409,31351,31427,31514,31444,31433,31432,31398,31392,31148,,,,,,,,,,,,,
Gesture 4,13:35:44.910,31398,31363,31386,31450,31444,31392,31403,31497,31398,31276,31444,31456,31433,31444,31485,31433,31520,31444,31450,31386,31433,31409,31316,31438,31479,31462,31456,31473,31357,31409,31380,,,,,,,,,,,,,
Gesture 4,13:35:45.095,31409,31223,31380,31392,31433,31427,31485,31427,31427,31403,31386,31299,31497,31427,31456,31450,31438,31421,31497,31473,31322,31345,31409,31438,31456,31456,31438,31369,31328,31351,31166,,,,,,,,,,,,,
Gesture 4,13:35:45.195,31403,31200,31363,31462,31409,31438,31438,31467,31444,31456,31462,31444,31462,31415,31415,31468,31497,31427,31403,31473,31438,31432,31363,31374,31561,31421,31438,31368,31450,31415,31258,,,,,,,,,,,,,
Gesture 4,13:35:45.209,31345,31357,31380,31368,31479,31508,31479,31462,31392,31438,31415,31450,31450,31456,31479,31508,31555,31514,31514,31467,31444,31398,31357,31374,31444,31502,31497,31421,31444,31374,31218,,,,,,,,,,,,,
Gesture 4,13:35:45.311,31415,31328,31438,31432,31380,31473,31473,31485,31450,31339,31380,31432,31386,31427,31456,31537,31497,31433,31444,31409,31473,31392,31444,31462,31491,31432,31450,31444,31438,31421,31427,,,,,,,,,,,,,
